-9.562225751439035548e+01,3.002746469945238061e+01
-9.562087575447505117e+01,3.003328379337656884e+01
-9.561480199187752760e+01,3.002821321654699460e+01
-9.561190522338439735e+01,3.003425826400594190e+01
-9.560901818112094475e+01,3.003261930614748820e+01
-9.560537905210203746e+01,3.002794831237270401e+01
-9.560888237327563388e+01,3.003210730277324458e+01
-9.560509774318902032e+01,3.002769973259686154e+01
-9.559626464984089012e+01,3.003105718299363147e+01
-9.559933733560406210e+01,3.003197294437626752e+01
-9.559266582906838039e+01,3.002736928719182785e+01
-9.557877617418819227e+01,3.003374301887842179e+01
-9.557584871197674659e+01,3.003439623953806858e+01
-9.557200523318276453e+01,3.002990226458755174e+01
-9.557227820280073161e+01,3.002828269505325309e+01
-9.556125676350180242e+01,3.002780948045994336e+01
-9.556086171828370368e+01,3.002639642523916663e+01
-9.555310003088281690e+01,3.003386641162546766e+01
-9.554805944737375967e+01,3.003174460675801782e+01
-9.554061914588882587e+01,3.003146193662482588e+01
-9.553847022759821073e+01,3.002644850067121141e+01
-9.553412807432115983e+01,3.002691887772059331e+01
-9.552964213675652161e+01,3.003084347812382404e+01
-9.553416084193864322e+01,3.002806825844276517e+01
-9.551891800457983095e+01,3.002864462740787488e+01
-9.552342682820770392e+01,3.002728773657643657e+01
-9.551295912061918614e+01,3.002847622975318842e+01
-9.551324632053480457e+01,3.002934526932554959e+01
-9.551664670878201946e+01,3.003419262885636343e+01
-9.550249724357159664e+01,3.003039511310910115e+01
-9.550302720893914454e+01,3.003322739923497053e+01
-9.550920568201347294e+01,3.002982095924441452e+01
-9.550151489589795517e+01,3.002825802011709300e+01
-9.549664650740166394e+01,3.002937410898702097e+01
-9.549814779448479385e+01,3.003408931062735476e+01
-9.548554078661027233e+01,3.003008447667131975e+01
-9.548231291150852940e+01,3.003326395094299528e+01
-9.547997576162813971e+01,3.003230559009555733e+01
-9.547941163712837920e+01,3.002984735486840506e+01
-9.547640488592672625e+01,3.003109731876811495e+01
-9.546963082972150971e+01,3.003291220353874280e+01
-9.547687753616524731e+01,3.002976263161200521e+01
-9.547052497088756695e+01,3.003020034664077187e+01
-9.547523804702532857e+01,3.002999689552656193e+01
-9.546489590690532623e+01,3.003283191821092757e+01
-9.546217216883955814e+01,3.003401605663245633e+01
-9.546592211250327864e+01,3.003195482749473655e+01
-9.546558822729977578e+01,3.002845322061133260e+01
-9.545816859208356675e+01,3.002874229930254657e+01
-9.545843810411292907e+01,3.003275502253312013e+01
-9.545964297231147100e+01,3.002929669652952427e+01
-9.544840469647765246e+01,3.003396785793983881e+01
-9.544981518090018824e+01,3.003029503618649443e+01
-9.543365167711050390e+01,3.002696831759640972e+01
-9.540720991236290160e+01,3.003410718608778396e+01
-9.539986941285060595e+01,3.003001854565835060e+01
-9.538719237533122453e+01,3.003076430747478298e+01
-9.538532712775538869e+01,3.002852220702519048e+01
-9.538515888195777848e+01,3.002923721212564345e+01
-9.536893065056719365e+01,3.003131945677422010e+01
-9.536499222847120905e+01,3.002974727386694909e+01
-9.535460892686955958e+01,3.003419823698585134e+01
-9.535569964757372929e+01,3.003124190492476941e+01
-9.533601496874145198e+01,3.002714937292392960e+01
-9.534143446971764035e+01,3.003331116185858463e+01
-9.534326262066790036e+01,3.003253318384300385e+01
-9.533783991715050377e+01,3.002938471278077870e+01
-9.532854068574896189e+01,3.002743736141563247e+01
-9.533456908605239732e+01,3.002671423171550558e+01
-9.532707540741635910e+01,3.002803172304757950e+01
-9.532919822164056711e+01,3.003215458803200733e+01
-9.533309227696298649e+01,3.002914356056020395e+01
-9.533006066978737181e+01,3.002695462790924452e+01
-9.532732804698237317e+01,3.003001894124726689e+01
-9.532400700246502367e+01,3.003377242991998841e+01
-9.531974836624219449e+01,3.002760052469155738e+01
-9.532053268144335334e+01,3.002988119148699653e+01
-9.523729811654882838e+01,3.003036214357359768e+01
-9.523913747141155284e+01,3.002974616968686661e+01
-9.523596109981848201e+01,3.003277775914940761e+01
-9.523172742331982477e+01,3.003230406565829469e+01
-9.522409125220599435e+01,3.003194827710228054e+01
-9.521464142531924324e+01,3.003217066005078806e+01
-9.521384018710823227e+01,3.002659160611074540e+01
-9.517517106396132931e+01,3.002956811162578177e+01
-9.516684619887713836e+01,3.003368476227869976e+01
-9.513260318717526332e+01,3.003227297056811906e+01
-9.562477475189108134e+01,3.002122846236468234e+01
-9.561272270957238106e+01,3.002348081637691379e+01
-9.561102050498800509e+01,3.001806256433700781e+01
-9.560329256111108975e+01,3.001935448140121565e+01
-9.560885004142161847e+01,3.002484242597703101e+01
-9.560652694890583803e+01,3.001859717417873341e+01
-9.560502457758315131e+01,3.002171226010412397e+01
-9.560853862968717465e+01,3.002417211355177429e+01
-9.560860703215307410e+01,3.001779777735649191e+01
-9.559835543521552381e+01,3.002603733619349669e+01
-9.560198242651273404e+01,3.001991744759227387e+01
-9.559793069438723023e+01,3.002002869034398458e+01
-9.557007318110704830e+01,3.002258724437054482e+01
-9.557167744182125091e+01,3.002331316640606218e+01
-9.557552021438286260e+01,3.002188629434844458e+01
-9.557456371626315672e+01,3.002407531932663076e+01
-9.556410317277064337e+01,3.002104624247536435e+01
-9.556175218894368584e+01,3.001806851055066616e+01
-9.555387739085396959e+01,3.002118679756769382e+01
-9.555294076426316963e+01,3.002485074619479022e+01
-9.554511996777235083e+01,3.002264293170102150e+01
-9.554588279189646016e+01,3.002570500323391300e+01
-9.554737335690288091e+01,3.002054188338072649e+01
-9.553918245685795796e+01,3.002291326610047761e+01
-9.553847941201478022e+01,3.002055959503458737e+01
-9.553873399068790206e+01,3.002297307016898387e+01
-9.553401188563307755e+01,3.002430307427968970e+01
-9.553054798601618813e+01,3.001977836761178153e+01
-9.552721855980887256e+01,3.002221169123242461e+01
-9.552024925102290354e+01,3.002211369433401700e+01
-9.552178027763231682e+01,3.002576221193445605e+01
-9.551635553145479207e+01,3.002114614158478290e+01
-9.551508461023908581e+01,3.002596534888407120e+01
-9.551629421324707891e+01,3.002434034323632872e+01
-9.551630231014516426e+01,3.001822596973181234e+01
-9.551381565195661949e+01,3.002276547754228275e+01
-9.550514445795559482e+01,3.002107818471084499e+01
-9.550647182529830559e+01,3.002185528918239754e+01
-9.550419684625431671e+01,3.002605685723431606e+01
-9.549691169085883757e+01,3.002038395067228294e+01
-9.548945159220295409e+01,3.002556675460797564e+01
-9.549203279162512104e+01,3.002177318518227978e+01
-9.548966010152362571e+01,3.001813323660972088e+01
-9.549086453203790370e+01,3.002281285839571012e+01
-9.548368568044296012e+01,3.002155073447917388e+01
-9.548099659538979722e+01,3.001872373684381401e+01
-9.547944041256191383e+01,3.001904171983993663e+01
-9.547181968495773674e+01,3.002130965973264765e+01
-9.547508998602503993e+01,3.002321707952697594e+01
-9.547564764417970196e+01,3.001979923834400665e+01
-9.547267146268706028e+01,3.002135325476573513e+01
-9.546818441096498020e+01,3.001814123266398582e+01
-9.546664786030244443e+01,3.002218416075201191e+01
-9.545787617472214492e+01,3.001941902389386030e+01
-9.545049156440573768e+01,3.002591489141907743e+01
-9.544527839827135551e+01,3.002505760705594540e+01
-9.544290741673665934e+01,3.002596595743284524e+01
