Latitude,Longitude
32.578368080757315,-86.75657128715284
32.533711528882485,-86.58982593351543
32.45926406223095,-86.67414882797456
32.53878036723893,-86.59504002787797
32.55147597095961,-86.70570510506197
32.581063002817615,-86.55549293612947
30.787651907639656,-87.62303756448645
30.588886829339017,-87.75620101777129
30.603854280003297,-87.77042895542138
30.752333528704334,-87.70408400352797
30.580877226518194,-87.78510436115816
30.71148663889314,-87.69379630956786
30.675003118790126,-87.63194064949995
30.783917928149673,-87.75828936682746
30.656147462533443,-87.71285362573823
30.750421969908597,-87.70441801827752
30.73967714625058,-87.64719345719438
30.742170587719542,-87.70410529149878
30.681025965363244,-87.67170500669751
30.726336707977485,-87.71235801466105
30.705697429115187,-87.7584646533377
30.710176529853364,-87.68534279345292
30.650266268893645,-87.73787977334862
30.744537788113398,-87.70802737501904
30.719983097147104,-87.6622681928429
30.701726577926983,-87.6638481508029
30.77058203141668,-87.71091676632028
30.71070572703877,-87.67001403145407
31.973078374009926,-85.43476895845914
31.866926019554718,-85.3841807634243
32.96180966808456,-87.16800591532409
33.011871647937156,-87.14591575483445
33.99658403751552,-86.58077641323433
33.95738258767658,-86.57282099850188
33.95441854535149,-86.60592040475832
34.01657632072686,-86.59140426604394
33.94656825116039,-86.62764139007821
33.96682032516175,-86.58501878180297
32.167165781754164,-85.66051308770399
31.84920708371668,-86.73668240865761
31.802374534166717,-86.57991287340849
33.777013988668514,-85.85258211076417
33.83088744651234,-85.8055886358422
33.74892813671735,-85.84056514854754
33.83131440231384,-85.75927116925932
33.72720080795292,-85.8187784880005
33.784820487746586,-85.75372441524524
33.663154773231895,-85.86839108015093
33.82470237592113,-85.83972400209004
33.811566816484365,-85.91032727922577
33.85771339081624,-85.86528718382894
33.76500187244627,-85.88471351867861
32.92434392580752,-85.39573558715948
33.00670526529857,-85.40352989237132
32.96634993369352,-85.46091265403848
34.209278806925965,-85.62907627883398
34.23865694965056,-85.64406237568004
32.78831963942935,-86.65021839204982
32.778659950777985,-86.74798534101159
32.79063692105769,-86.5697987552273
32.81117652203257,-86.62364436605547
32.055527195625274,-88.27530781983324
31.64204677458956,-87.87008642310947
31.701881038258882,-87.84455490536227
33.182021527331095,-85.83624229537762
33.67795001144088,-85.5090597949633
31.401214664910814,-85.88523680325059
31.430157599739314,-86.01761431934092
31.352065132971855,-85.94249299356599
31.4135281430403,-85.96977268853291
31.46242804433637,-85.96568054841195
34.735164824701656,-87.69713790470125
34.64523087855142,-87.8620428819
34.70842356566116,-87.80048884422516
34.68147623750223,-87.80515933402202
34.736656669478386,-87.81485535141981
31.4398459076703,-87.00611432429086
32.91569656621638,-86.26751845992732
31.224538816798297,-86.46582083627574
31.26399715014291,-86.42518036058105
31.276427766647902,-86.46814281772654
31.22411911465918,-86.46082215991999
31.698448018661153,-86.26405045680566
34.110471690797006,-86.7949822704936
34.101242835126726,-86.85789527306491
34.23076124016013,-86.90465371818308
34.19626201745025,-86.90291426117916
34.142113836811184,-86.8323828542826
34.184549852132434,-86.87939211526185
34.064325496960166,-86.92761568551943
34.16463230561392,-86.88591805536981
31.408808737916242,-85.65513673207103
31.528627934908485,-85.57229332200069
31.477772285366385,-85.56488191501425
31.42355344016195,-85.70176807467557
31.48465902154789,-85.58143382429127
32.34935439994033,-87.15674496262169
32.326760193957206,-87.18395586295081
32.37633186373906,-87.13062486876863
32.26795370014975,-87.15301121862456
34.4913511560164,-85.8500487749229
34.4580174787939,-85.72904530706768
34.45271843544422,-85.8098052609469
34.45632067175718,-85.7687477599429
34.39620791871158,-85.92108957856912
34.470934081848156,-85.71290003574269
34.47268032245655,-85.81087222374627
32.60720252073396,-86.11083180903815
32.630997383144425,-86.12296300535105
32.54509712392985,-86.12748110575214
32.588040579892386,-86.1482243435075
32.59509718980091,-86.22654838581383
32.6105259228199,-86.13183394301129
32.497821451207294,-86.20154571804927
32.47065451582501,-86.15246475257962
31.083040285203996,-87.07512595997343
31.198901311990298,-87.1187568525915
31.197689079926676,-87.19731070547242
31.054514233180765,-87.10285972902628
34.045214778711795,-86.0319262368963
34.00477580203233,-86.03246541104161
34.07042159072205,-86.09323649052855
33.98278994824989,-86.1106253709368
34.06719425892929,-86.11526603673964
34.072298636056416,-86.00714771845385
34.039312526155115,-85.97900733895915
34.06595190767686,-86.07529021918327
34.025007117476655,-85.9608249911313
34.039952209305014,-86.13055191034965
33.751438942482004,-87.73828756860433
33.71969333319482,-87.68838155160309
34.42169326039858,-87.79099686324281
34.45093129143068,-87.90705438162917
34.42712178154566,-87.78872728196966
31.14159856613488,-85.85331137895055
31.046950977035227,-85.9129863926678
31.054920068526158,-85.7780258006496
32.89111806514606,-87.90349977257159
32.79963866949617,-87.54452410434918
31.48010342555592,-85.14243518107628
31.57370815455449,-85.16600883267435
31.034143524010364,-85.26668965260198
31.171934983501057,-85.29742399364292
