Longitude,Latitude
-95.63378668547978,30.031926969943836
-95.6316452860014,30.03433342347322
-95.62685821723419,30.026568231088696
-95.62453037883813,30.0298455775478
-95.61624740529723,30.031108858459188
-95.61065110523364,30.028073853996897
-95.61817025767276,30.027534988252672
-95.61710642576806,30.026349420828222
-95.6039956177124,30.02635920569766
-95.60744418893887,30.032487173608445
-95.59909879420353,30.03039022858772
-95.59105088385559,30.03095927478264
-95.5802200395954,30.02661368760867
-95.58475771289923,30.033684143857695
-95.58415005926979,30.028958837539943
-95.57534238533388,30.028186091728024
-95.57605925660236,30.027978528759878
-95.56113613797172,30.026529094661225
-95.55475751932013,30.029203923070646
-95.54724813963155,30.031302629505884
-95.55058102451463,30.032257969168732
-95.53804674397428,30.032986639219562
-95.54242405495593,30.029354207967533
-95.53655211534273,30.033814208118557
-95.53200506069143,30.02861150378536
-95.53076028639668,30.026899824268078
-95.51916105577985,30.026374061839082
-95.52632112877406,30.02890331154714
-95.5224344996006,30.027861476292255
-95.51686764385748,30.03221509213167
-95.51708011250095,30.030276022484248
-95.51652008348918,30.02819522630232
-95.5040917830706,30.031251139319405
-95.5082615476689,30.027182481202225
-95.50407972281627,30.030061164080205
-95.49646890877902,30.033100209513446
-95.49064459410917,30.033461613053692
-95.49254702030777,30.0309829144962
-95.4918709681061,30.026979344517713
-95.47716001271382,30.033906531375276
-95.47926694818048,30.02663571067002
-95.48336533394455,30.02655487707127
-95.484701693864,30.02857155043549
-95.47947627718582,30.029519664709547
-95.47167460253227,30.027121610054014
-95.47069918905648,30.032471580989913
-95.47635480758638,30.032751849498588
-95.471266695507,30.026590485000273
-95.46361899953457,30.027320893409158
-95.4608039759871,30.028887569642276
-95.46709805349418,30.02639200746715
-95.45333247176895,30.0343493571499
-95.45603384324833,30.02775425209183
-95.44049990132794,30.030456578737564
-95.41612300527417,30.03196287375241
-95.40582857892272,30.028213298171025
-95.39970334975656,30.027610272928136
-95.39014317674422,30.026848337401173
-95.38737847564352,30.033601664389614
-95.38074766069006,30.031781751404914
-95.37610305598781,30.027520548977517
-95.36089155133132,30.033693415637856
-95.36693744928701,30.03359631937167
-95.34483803690898,30.030071617769234
-95.35100938127336,30.02961337496877
-95.35107200923257,30.028717461118926
-95.34999111664959,30.031688729392865
-95.3387300248971,30.0264197802296
-95.33852336442769,30.033668613007848
-95.34262086746357,30.02705975015827
-95.33823577131083,30.03333803179304
-95.33990567383651,30.027392754227517
-95.33871875273756,30.032287184132457
-95.3391402540947,30.029863470770266
-95.32866506205947,30.028062101726547
-95.33411749188352,30.02816331673047
-95.33069888206754,30.033959369760428
-95.2477842781601,30.03047811079826
-95.24854610852485,30.03159138222203
-95.25068708224946,30.02677242423182
-95.23926207843846,30.02823146857381
-95.23015102195635,30.028134400876585
-95.2195250492931,30.027446544930303
-95.22639586829871,30.026308226131135
-95.18383648101529,30.027885833607453
-95.17160523226404,30.029197514283126
-95.14098340578836,30.034359944671145
-95.63173095348085,30.019378883093346
-95.6189215398762,30.018217574027503
-95.62451851316727,30.01980671382875
-95.61307634045588,30.021878524918993
-95.61509883141701,30.02400811173112
-95.61680620013047,30.025623126158056
-95.6182552805842,30.020283574572318
-95.61399788795136,30.020008107146236
-95.61584964322873,30.023963950324013
-95.60560598390809,30.020300230469303
-95.60434156389763,30.024353270216046
-95.6025596741864,30.023061111149065
-95.58236270639138,30.023705279463137
-95.58375410440377,30.023499702645115
-95.57744795631821,30.018739741028167
-95.58265140233766,30.021441759961625
-95.57144168337092,30.018217241091865
-95.57399912495141,30.017786425311943
-95.56459247942578,30.0257996950965
-95.56520473931718,30.019239737232457
-95.55914855942466,30.02581228298623
-95.55481601175978,30.02002693036738
-95.55759759038483,30.022423398570375
-95.55177765072752,30.024780924879487
-95.55003656930343,30.024366849464382
-95.54525235286583,30.020192213829286
-95.53556879063251,30.022908169409
-95.53676396259867,30.020559075687828
-95.53854179804792,30.0210116060902
-95.52871868142641,30.02071268861124
-95.5280732894647,30.020910607498138
-95.52191811411188,30.02577099111731
-95.52502664568948,30.023016546445888
-95.5230667789351,30.0207641513394
-95.5253744957189,30.024097895626337
-95.52617140049689,30.020778579652628
-95.51393620279477,30.02599394700695
-95.51588391315732,30.02366365016519
-95.51474245993693,30.025277197975427
-95.50608483826021,30.021245128410015
-95.50039203889567,30.0233524132549
-95.49985628951143,30.025986672067663
-95.49607938815095,30.021447908523214
-95.49759718523552,30.018643048452574
-95.48985926983917,30.022915205650683
-95.48823957278796,30.025313611568624
-95.49267272373247,30.02534282808183
-95.48063412074875,30.02270346930739
-95.48054315333846,30.02117341521547
-95.48089255076663,30.021841241884385
-95.47862942586768,30.020983466127582
-95.47616714822576,30.0240551114172
