Longitude,Latitude
-95.39151002252852,29.85909335256104
-95.6694494549774,29.698481756173056
-95.2358733697009,29.763327448446848
-95.4363351345552,29.627200894105968
-95.13529303932968,29.566587232004256
-95.60802124326413,29.869000886995607
-95.26085355264108,29.99626468265245
-95.54601385259977,29.78261201394626
-95.6057854162822,30.000548371816908
-95.23379074307468,29.647232701834366
-95.39797090949284,29.74536899657022
-95.64296579548225,29.6550299651165
-95.76965821452808,29.752752748090224
-95.02350255766841,29.796604127914325
-95.36214355625614,29.553000368231753
-95.69090842026571,29.55333032375554
-95.43077148882112,29.89860419345033
-95.73449434183566,29.811809399450194
-95.1443485266554,29.797359146762396
-95.72934218584501,29.989523590590597
-95.56191181280789,29.6906531274102
-95.13205755411315,29.67204210203395
-95.54864999686313,29.558941034236323
-95.41431560128862,30.005913880189578
-95.19171529059007,29.971711257203612
-95.31034241614965,29.728532305019424
-95.34495904215333,29.881348073768823
-95.04834606686815,29.525617552784507
-95.7768571847635,29.55965405984139
-95.62446339633662,29.9206289109461
-95.26550663248591,29.611140558767502
-95.6194396142034,29.759104883364977
-95.4438925027296,29.730783050180005
-95.49360084081196,29.975828144869805
-95.35637653219659,29.770879246513683
-95.5765607692586,29.60243602641111
-95.47360618008452,29.86879378012341
-95.4952190630571,29.812253513751983
-95.49176103684538,29.654476920976958
-95.34022268183145,29.672306504907535
-95.18913308652765,29.65298441863655
-95.57229497874285,29.909285422937717
-95.66891583232845,29.907068277418098
-95.01096271486787,29.691809112139843
-95.28982415599651,29.849280507238625
-95.48896490901342,29.74950741991496
-95.57873870470196,29.744258666220105
-95.4733179949783,29.600068099066924
-95.73003421963901,29.629148000274544
-95.18839423847228,29.79484727606742
-95.54211038296393,29.823173013530916
-95.3135824309091,29.785508922111617
-95.47906855659419,29.524463802994333
-95.40235225125906,29.791793398379454
-95.70266756884317,29.82286743992563
-95.67579768172965,29.599932552693403
-95.08924451411671,29.90741730440596
-95.39603430566623,29.933732556928785
-95.40713808735201,29.560288872821978
-95.4881140271435,29.93468231782821
-95.36639599816678,29.710263654928237
-95.66292728611272,29.975486574709247
-95.03599401771685,29.58373774204838
-95.08573879300066,29.670553634833762
-95.61414411135553,29.70096500900161
-95.22790973801176,29.548482057633223
-95.65338384879773,29.85995386464386
-95.53258779812714,29.72245534229451
-95.53956630176299,30.011029997529533
-95.74101859472903,29.70759051030036
-95.7034777681629,29.874729302739738
-95.28248231547315,29.685547982971265
-95.35578687956362,29.826894176119954
-95.1202372045655,29.59545776543749
-95.4417473428128,29.82395154862359
-95.61590838022016,29.582747239093433
-95.44136589950605,29.95845297763785
-95.17774493115773,29.69562334015361
-95.21982560361741,29.596977922939498
-95.51473598704999,29.883118724102918
-95.59312408770383,29.661564196406918
-95.73149378738371,29.764076344023255
-95.31725649927108,30.01535890662597
-95.21205476453616,29.853545918861208
-95.46725299293627,30.01686749843603
-95.25326665398288,29.94118258245987
-95.29212885776423,29.55370046117267
-95.42566139249713,29.692523058382907
-95.15523722203149,29.996948600512606
-95.1770368484047,29.528810277773786
-95.56517938382122,29.95740697257849
-95.10082933282617,29.532645929908487
-95.79462363472888,29.7191425077172
-95.52611022169,29.598040951378124
-95.52723438840181,29.664889026440303
-95.79662742356793,29.79809910193608
-95.48671062465704,29.70743094324777
-95.22142829155457,29.689277331587995
-95.36223735905648,29.630015472811394
-95.3127525165708,29.9140226305476
